chat_id,user_id,message_date,first_name,second_name,nickname,lang,question,answer,
9,9,20.03.2021 19:23,С,Ч,9,ru,"Сейчас есть проблемы с гопитализацией, при тяжелой степени заболевания?","Легкое течение

- температура < 38 °C, кашель, слабость, боли в горле;

- частота дыхания ? 22;

- сатурация ? 95%.

Среднетяжелое течение

- температура > 38 °C

- частота дыхания > 22/мин

- одышка при физических нагрузках

- изменения при КТ/рентгенографии: объем поражения минимальный или средний (КТ 1-2)

- уровень С-реактивного белка в крови >10 мг/л

Тяжелое течение

- частота дыхания > 30/мин

- сатурация ? 93%

- нестабильная гемодинамика: систолическое (верхнее) артериальное давление менее 90 мм рт.ст. или диастолическое (нижнее) давление менее 60 мм рт.ст.)

- объем поражения легких значительный или субтотальный (КТ 3-4)

- снижение уровня сознания, ажитация.",
9,9,20.03.2021 19:30,С,Ч,9,ru,А госпитализация то при каких обстоятельствах?,"Госпитализация полагается при сохранении температуры ? 38,5 °C в течение 3 дней. Также должны госпитализировать пациентов в состоянии средней тяжести, у которых есть любые два из следующих показателей:* сатурация < 95%; * температура ? 38 °C; * частота дыхания > 22; * признаки пневмонии с распространенностью изменений в обоих легких более 25% (при наличии результатов КТ легких). Кроме того, госпитализируются вне зависимости от тяжести ковида пациенты, относящиеся к группе риска.",
9,9,20.03.2021 19:31,С,Ч,9,ru,Будет ли третья волна заболеваемости короной в России?,"Медики предполагают, что причинами такого различия эпидобстановок могут быть не столько способы борьбы с инфекцией, сколько демографические особенности стран и даже климат.",
9,9,20.03.2021 19:33,С,Ч,9,ru,"В итоге то, почему в Европе обьявили о третий волне , а в России молчат?","Медики предполагают, что причинами такого различия эпидобстановок могут быть не столько способы борьбы с инфекцией, сколько демографические особенности стран и даже климат.",
9,9,20.03.2021 19:35,С,Ч,9,ru,"В Европе сейчас жесткие ограничения, а в России вводят послабления. Почему так?","Режим самоизоляции необходимо соблюдать вам и людям, проживающим вместе с вами. Риск инфицирования членов семьи снижается, если соблюдать основные гигиенические требования — использовать маску, индивидуальную посуду, часто мыть руки и пользоваться кожными антисептиками, регулярно проветривать помещения.",
,,,,,,,,,
10,10,20.03.2021 20:21,А,В,10,ru,"Какие будут последствия для организма тех, кто перенес коронавирус?","У некоторых пациентов с перенесенной COVID-19 независимо от того, потребовалась ли им госпитализация или нет, сохраняются различные симптомы болезни, в том числе утомляемость, респираторные и неврологические нарушения",
10,10,20.03.2021 20:22,А,В,10,ru,Фармацевтические компании - на сколько выросли их прибыли после появления коронавируса?,"2020 год начался для российского фармрынка вполне благоприятно. По данным аналитиков компании DSM Group, в марте объем коммерческого рынка лекарственных препаратов составил 127,3 млрд руб. (в розничных ценах). Относительно марта 2019-го прирост реализации вырос на 46,4%.",
10,10,20.03.2021 20:25,А,В,10,ru,Почему короновирусом болеют не все? Бессимптомно?,"Ученые считаю, что бессимптомное протекание болезни связано с тем, что такое состояние связано с эффективной работой иммунитета. Однако некоторые считают, что это связано с таким феноменом, как толерантность организма к болезням. При нем, по словам ученых, иммунная система воспринимает чужой антиген как собственный и не пытается отторгнуть его. Поэтому у человека не возникают симптомы, организм не борется с болезнью.",
10,10,20.03.2021 20:28,А,В,10,ru,И когда будет сформирован иммунитет к COVID-19?,"Иммунитет появится через год или два. Речь ведь идёт не только о формировании быстрого иммунного ответа, при котором иммуноглобулины класса М (IgM) появляются уже на четвёртый-пятый день с момента инфицирования и ранние иммуноглобулины класса G (IgG) – якобы на 14-й день. По законам иммунологии, качественные иммуноглобулины класса G формируются не ранее чем через три месяца, а вовсе не через две недели с момента мнимого выздоровления. Но как долго они будут оставаться в организме – год, два, пять лет – пока неизвестно.",
10,10,20.03.2021 20:29,А,В,10,ru,Привика дает иммунитет или это временное решение и прививаться потребуетя несколько раз в год?,Прививка может дать защиту до двух лет.,
10,10,20.03.2021 20:33,А,В,10,ru,"В интернете вакцину критикуют, с чем это связано?","Эксперты ВОЗ говорили, что будут считать успешной любую вакцину, эффективность которой превысит 70%. Американские власти сообщали о готовности закупать препараты, дающие хотя бы 50-процентую защиту от вируса (примерно такую эффективность имеет вакцина от гриппа). В Европейском медицинском агентстве намекали, что готовы рассмотреть даже менее эффективные препараты.",
10,10,20.03.2021 20:35,А,В,10,ru,В России постепенно снимают ограничения. Третьей волны коронавирусной инфекции не будет?,"Режим самоизоляции необходимо соблюдать вам  и людям, проживающим вместе с вами. Риск инфицирования членов семьи снижается, если соблюдать основные гигиенические требования — использовать маску, индивидуальную посуду, часто мыть руки и пользоваться кожными антисептиками, регулярно проветривать помещения.",
10,10,20.03.2021 20:37,А,В,10,ru,Конец всему этому близок?,Можешь сказать то же самое другими словами?,
10,10,20.03.2021 20:37,А,В,10,ru,Когда закончится COVID-19?,На этот вопрос нет точного ответа. Главное соблюдать меры личной гигиены.,
,,,,,,,,,
11,11,20.03.2021 22:12,А,П,11,ru,Когда уже закончится пандемия?,На этот вопрос нет точного ответа. Главное соблюдать меры личной гигиены.,
11,11,20.03.2021 22:15,А,П,11,ru,А какие меры личной гигиены?,"Самое важное, что можно сделать, чтобы защитить себя, — это соблюдать правила личной гигиены и сократить посещения общественных и людных мест.Держите руки в чистоте, часто мойте их водой с мылом или используйте дезинфицирующее средство.Старайтесь не касаться рта, носа или глаз немытыми руками (обычно такие прикосновения неосознанно свершаются нами в среднем 15 раз в час).На работе регулярно очищайте поверхности и устройства, к которым вы прикасаетесь (клавиатура компьютера, панели оргтехники общего использования, экран смартфона, пульты, дверные ручки и поручни).Носите с собой одноразовые салфетки и всегда прикрывайте нос и рот, когда вы кашляете или чихаете.Не ешьте еду (орешки, чипсы, печенье и другие снеки) из общих упаковок или посуды, если другие люди погружали в них свои пальцы. Объясните детям, как распространяются микробы и почему важна хорошая гигиена рук и лица. Расскажите детям о профилактике коронавируса. Часто проветривайте помещения. Если вы обнаружили симптомы, схожие с теми, которые вызывает коронавирус, оставайтесь дома и вызывайте врача."",",
11,11,20.03.2021 22:18,А,П,11,ru,"Ок, а в России занижают цифры по смертности?",С этой информацией можно ознакомиться перейдя по ссылке: https://www.arcgis.com/apps/opsdashboard/index.html#/85320e2ea5424dfaaa75ae62e5c06e61,
11,11,20.03.2021 22:20,А,П,11,ru,Сколько стоимость теста на корону?,"В поликлинике по месту жительства тест на коронавирус можно сдать бесплатно, стоимость в частной клинике теста на коронавирус варьируется от выбранного метода тестирования.",
11,11,20.03.2021 22:24,А,П,11,ru,А можно ли сейчас летать за границу?,"Это зависит от эпидемиологической ситуации и правил пересечения границы в конкретно-выбранной стране. Возможно, потребуется сдать тест на коронавирус перед пересечением границы или после.",
11,11,20.03.2021 22:27,А,П,11,ru,Безопасны ли прививки в россии?,"Анализ можно сдать в поликлине по месту прописки, практически в любой частной поликлинике, и даже в аэропорту",
11,11,20.03.2021 22:29,А,П,11,ru,Как понять переболел или нет?,"Серологический тест (ELISA)  определяет наличие в крови антител, выработанных иммунной системой в борьбе с вирусом. Для их проведения необходимо взять пробу крови, которая затем пройдет лабораторный анализ.",
11,11,20.03.2021 22:30,А,П,11,ru,Cколько стоит серологический тест?,"В поликлинике по месту жительства тест на коронавирус можно сдать бесплатно, стоимость в частной клинике теста на COVID-19 варьируется от выбранного метода тестирования.",
,,,,,,,,,
12,12,18.03.2021 19:01,А,Б,12,ru,"Привет, на сдачу теста нужно записываться заранее или можно приехать без записи?","В поликлинике по месту жительства тест на коронавирус можно сдать бесплатно, стоимость в частной клинике теста на COVID-19 варьируется от выбранного метода тестирования.",
12,12,18.03.2021 19:03,А,Б,12,ru,Какие тесты могут быть предложены?,Существует три основных метода тестирования. ПЦР-тест. Экспресс-тест ПЦР. Тест на антитела.,
12,12,18.03.2021 19:05,А,Б,12,ru,В тестах бывают ошибки?,Примерно в 30% случаев тест на коронавирус может показать ложноотрицательный результат из-за неправильного отбора биоматериала у человека.  Поэтому существует шанс получить ложноотрицательный результат. Можно попробовать сдать тест на антитела.,
12,12,18.03.2021 19:07,А,Б,12,ru,Что мне даст тест на антитела?,"Серологический тест (ELISA)  определяет наличие в крови антител, выработанных иммунной системой в борьбе с вирусом. Для их проведения необходимо взять пробу крови, которая затем пройдет лабораторный анализ.",
12,12,18.03.2021 19:10,А,Б,12,ru,Какие  антитела могут быть обнаружены и о чем это говорит?,"Антитела — это белки, вырабатываемые иммунной системой в ответ на проникновение возбудителя. Именно по ним определяют стадию развития инфекции. Также по ним  контролируют течение заболевания.",
12,12,18.03.2021 19:11,А,Б,12,ru,Я не об этом. Сколько антител может быть в организме?,"Антитела IgA. Образуются на ранней стадии заболевания в слизистых оболочках в ответ на местное воздействие инфекции. Они не формируют клеточную память, поэтому в формировании устойчивого иммунитета не участвуют. Антитела IgM. Иммуноглобулины этого класса первыми появляются в крови в ответ на внедрение чужеродного антигена в организм. Они тоже не формируют длительного иммунитета. Зато по наличию антител IgA и IgM можно определить. что заболевание находится в активной фазе (даже если внешние симптомы отсутствуют). Антитела IgG. Отвечают за длительную защиту организма после перенесенных инфекционных заболеваний и обеспечивают основной иммунный ответ. Уровень антител IgG повышается медленнее и достигает стабильного уровня в среднем через 15-20 дней после начала заболевания.",
12,12,18.03.2021 19:13,А,Б,12,ru,Антитела защищают мой организм от вируса или могут также навердить?,"Сдавать тест на антитела рекомендуется через две недели после выздоровления. Антитела после COVID-19 сохраняются в организме не менее трех месяцев, и даже если они не обнаруживаются, в организме переболевших все еще присутствуют иммунные клетки, способные справиться с вирусом",
12,12,18.03.2021 19:15,А,Б,12,ru,Ладно. Когда распространение вируса закончится или мы еще долго не сможем ходить без масок?,"Медицинские маски предназначены для предотвращения попадания капель и брызг слюны или крови. Такие маски служат физическим барьером от вирусов и микробов, передающихся воздушно-капельным путем, однако они менее эффективны, поскольку в них нет защитного фильтра. Медицинские маски предназначены для предотвращения попадания капель и брызг слюны или крови. Такие маски служат физическим барьером от вирусов и микробов, передающихся воздушно-капельным путем, однако они менее эффективны, поскольку в них нет защитного фильтра.



",
,,,,,,,,,
13,13,18.03.2021 19:57,На,Ко,13,ru,Все население переболело в той или иной степени?,С этой информацией можно ознакомиться перейдя по ссылке: https://www.arcgis.com/apps/opsdashboard/index.html#/85320e2ea5424dfaaa75ae62e5c06e61,
13,13,18.03.2021 19:58,На,Ко,13,ru,У всех людей пропадает обоняние?,"Обоняние пропадает не у всех. Более того, у кого то болезнь может протекать вообще бессимптомно.",
13,13,18.03.2021 20:00,На,Ко,13,ru,"Хорошо, а какие симптомы будут?","К наиболее распространенным симптомам COVID-19 относятся: Повышенная температура, лихорадка,   утомляемость, сухой кашель,  затрудненное дыхание. К другим, менее распространенным симптомам, которые встречаются у ряда пациентов, относятся: Утрата обоняния или вкусовых ощущений, боль в мышцах или суставах, заложенность носа, головная боль.",
13,13,18.03.2021 20:02,На,Ко,13,ru,А как передается?,"Вирус передается главным образом воздушно-капельным путем в результате вдыхания капель, выделяемых из дыхательных путей больного, например при кашле или чихании, а также капель слюны или выделений из носа. Также он может распространяться, когда больной касается любой загрязненной поверхности, например дверной ручки. В этом случае заражение происходит при касании рта, носа или глаз грязными руками.",
13,13,18.03.2021 20:04,На,Ко,13,ru,Нужно принимать антибиотики?,"Если заниматься самолечением, можно вывести в своём организме бактерии, которые больше будут не чувствительны к антибактериальной терапии. Опасность ещё и в том, что человек легко передаст эти бактерии своим друзьям и близким, и антибиотики им тоже перестанут помогать.",
13,13,18.03.2021 20:06,На,Ко,13,ru,Какие эффективные методы защиты от  короновируса?,"Самое важное, что можно сделать, чтобы защитить себя, — это соблюдать правила личной гигиены и сократить посещения общественных и людных мест. Держите руки в чистоте, часто мойте их водой с мылом или используйте дезинфицирующее средство. Старайтесь не касаться рта, носа или глаз немытыми руками (обычно такие прикосновения неосознанно свершаются нами в среднем 15 раз в час). На работе регулярно очищайте поверхности и устройства, к которым вы прикасаетесь (клавиатура компьютера, панели оргтехники общего использования, экран смартфона, пульты, дверные ручки и поручни). Носите с собой одноразовые салфетки и всегда прикрывайте нос и рот, когда вы кашляете или чихаете. Не ешьте еду (орешки, чипсы, печенье и другие снеки) из общих упаковок или посуды, если другие люди погружали в них свои пальцы. Часто проветривайте помещения. Если вы обнаружили симптомы, схожие с теми, которые вызывает коронавирус, оставайтесь дома и вызывайте врача.",
13,13,18.03.2021 20:09,На,Ко,13,ru,После болезни у всех возвращается обоняние?,"У некоторых пациентов с перенесенной COVID-19 независимо от того, потребовалась ли им госпитализация или нет, сохраняются различные симптомы болезни, в том числе утомляемость, респираторные и неврологические нарушения",
13,13,18.03.2021 20:11,На,Ко,13,ru,Защитит ли меня маска?,"Использование одноразовой медицинской маски снижает риск заболевания вирусными инфекциями, которые передаются воздушно-капельным путем (при кашле, чихании). Для больных ОРВИ ношение маски обязательно, маску несколько раз в день нужно менять.",
13,13,18.03.2021 20:13,На,Ко,13,ru,В каких странах наиболее неблагоприятная ситуация по коронавирусу?,С этой информацией можно ознакомиться перейдя по ссылке: https://www.arcgis.com/apps/opsdashboard/index.html#/85320e2ea5424dfaaa75ae62e5c06e61,
,,,,,,,,,
14,14,18.03.2021 20:54,Д,М,14,ru,Какая ситуация по заболеваемости в России на данный момент?,С этой информацией можно ознакомиться перейдя по ссылке: https://www.arcgis.com/apps/opsdashboard/index.html#/85320e2ea5424dfaaa75ae62e5c06e61,
14,14,18.03.2021 20:56,Д,М,14,ru,Маска обеспечит защиту от вируса?,"Использование одноразовой медицинской маски снижает риск заболевания вирусными инфекциями, которые передаются воздушно-капельным путем (при кашле, чихании). Для больных ОРВИ ношение маски обязательно, маску несколько раз в день нужно менять.",
14,14,18.03.2021 21:00,Д,М,14,ru,Сколько времени должно пройти после болезни чтобы выработались антитела?,"Антитела IgA. Образуются на ранней стадии заболевания в слизистых оболочках в ответ на местное воздействие инфекции. Они не формируют клеточную память, поэтому в формировании устойчивого иммунитета не участвуют. Антитела IgM. Иммуноглобулины этого класса первыми появляются в крови в ответ на внедрение чужеродного антигена в организм. Они тоже не формируют длительного иммунитета. Зато по наличию антител IgA и IgM можно определить. что заболевание находится в активной фазе (даже если внешние симптомы отсутствуют). Антитела IgG. Отвечают за длительную защиту организма после перенесенных инфекционных заболеваний и обеспечивают основной иммунный ответ. Уровень антител IgG повышается медленнее и достигает стабильного уровня в среднем через 15-20 дней после начала заболевания.",
14,14,18.03.2021 21:01,Д,М,14,ru,Сколько стоит тест на антитела?,"В поликлинике по месту жительства тест на коронавирус можно сдать бесплатно, стоимость в частной клинике теста на коронавирус варьируется от выбранного метода тестирования",
14,14,18.03.2021 21:03,Д,М,14,ru,Вакцина может навредить организму или она безопасна?,"В вакцине содержится часть вируса - антиген, он не способен вызвать болезнь, но может активировать иммунитет.",
14,14,18.03.2021 21:05,Д,М,14,ru,Люди могут умереть после вакцины?,"Смерть добровольцев в ходе клинических испытаний вакцин не должна настораживать – это лишь случайное стечение обстоятельств, уверены врачи.",
14,14,18.03.2021 21:07,Д,М,14,ru,Я могу переболеть несколько раз?,"Теоретически человек может заболеть COVID-19 второй раз, но сейчас эту идею разделяют далеко не все.",
14,14,18.03.2021 21:09,Д,М,14,ru,Как протекает болезнь во второй раз? Легче?,"Теоретически человек может заболеть COVID-19 второй раз, но сейчас эту идею разделяют далеко не все.",
,,,,,,,,,
15,15,18.03.2021 22:10,С,Л,15,ru,"Что делать, если мне кажется, что я заболеваю?","Если есть подозрения на COVID-19, необходимо позвонить  в районную поликлинику или на  единую горячую линию COVID-19 по номеру: 8-800-2000-112",
15,15,18.03.2021 22:11,С,Л,15,ru,Чем коронавирус отличается от орви?,Коронавирус — это подмножество ОРВИ.,
15,15,18.03.2021 22:13,С,Л,15,ru,Кто чаще болеет?,"Болеют все. Кто-то меньше (дети), а кто-то больше (старшее поколение).",
15,15,18.03.2021 22:14,С,Л,15,ru,Кто находится в группе риска?,"старше 65 лет; с сопутствующими заболеваниями и состояниями;  пациенты,проживающие в общежитии, многонаселенной квартире, с лицами старше 65 лет,лицами, страдающими хроническими заболеваниями бронхолегочной, сердечно сосудистой и эндокринной систем.",
15,15,18.03.2021 22:15,С,Л,15,ru,Какие осложнения могут быть при болезни?,"Среди противопоказаний для лиц с хроническими заболеваниями — их обострения. Чтобы привиться, нужно пройти терапию и выйти в состояние ремиссии. Также нельзя прививаться при острых состояниях — насморке, температуре и прочем. Если после введения первой дозы были осложнения, то вторую вам никто не сделает.",
15,15,18.03.2021 22:17,С,Л,15,ru,Можно ставить прививку? Это безопасно?,Через полгода вполне можно прививаться.,
15,15,18.03.2021 22:20,С,Л,15,ru,На какой возраст расчитана вакцина?,Вакцина от коронавируса рассчитана на людей в возрасте от 16 до 60 лет.,
15,15,18.03.2021 22:22,С,Л,15,ru,Почему люди не доверяют вакцине?,"Люди беспокоятся о том, что недостаточно известно о долгосрочных эффектах вакцины, о возможных побочных эффектах, безопасности и эффективности.  В различных соцсетях и мессенджерах популярностью пользуются посты с конспирологическими теориями о происхождении коронавируса и вреде вакцины от него.",
15,15,18.03.2021 22:25,С,Л,15,ru,"И давай последний вопрос, что под собой подразумевают антитела?","Антитела — это белки, вырабатываемые иммунной системой в ответ на проникновение возбудителя. Именно по ним определяют стадию развития инфекции. Также по ним  контролируют течение заболевания.",
,,,,,,,,,
16,16,18.03.2021,В,Е,16,ru,Почему в Америке было много летальных исходов?,"Пандемия коронавируса стала для мира вызовом, к которому он не был готов.  Ситуация для мира должна стать отрезвляющим уроком, потому что все последние десятилетия мировое сообщество готовилось к отражению совершенно других угроз. Эти угрозы действительно существовали, но многие из них , во-первых, преувеличивали, а во-вторых, не обращали внимания на болезни и пандемии.",
16,16,18.03.2021 23:06,В,Е,16,ru,"Почему там было чс, а в России только режим самоизоляции?","Самоизоляция — это часть карантинных мер, которые граждане должны придерживаться, чтобы не заразиться коронавирусом самому и не заразить им других.",
16,16,18.03.2021 23:08,В,Е,16,ru,"Я не про это, почему в России не ввели режим чрезвычайно ситуации?",С этой информацией можно ознакомиться перейдя по ссылке: https://www.arcgis.com/apps/opsdashboard/index.html#/85320e2ea5424dfaaa75ae62e5c06e61,
16,16,18.03.2021 23:10,В,Е,16,ru,"Потом почитаю, Россия была готова к пандемии?","Пандемия коронавируса стала для мира вызовом, к которому он не был готов.  Ситуация для мира должна стать отрезвляющим уроком, потому что все последние десятилетия мировое сообщество готовилось к отражению совершенно других угроз. Эти угрозы действительно существовали, но многие из них , во-первых, преувеличивали, а во-вторых, не обращали внимания на болезни и пандемии.",
16,16,18.03.2021 23:12,В,Е,16,ru,Почему врача приходилось ждать очень долго?,"По законодательству врач, вызванный на дом, должен прийти в течение 24 часов.",
16,16,18.03.2021 23:14,В,Е,16,ru,При каких симптомах госпитализировали?,"К наиболее распространенным симптомам COVID-19 относятся: Повышенная температура, лихорадка,   утомляемость, сухой кашель,  затрудненное дыхание. К другим, менее распространенным симптомам, которые встречаются у ряда пациентов, относятся: Утрата обоняния или вкусовых ощущений, боль в мышцах или суставах, заложенность носа, головная боль.",
16,16,18.03.2021 23:16,В,Е,16,ru,В больницах  всегда хватало мест?,Дезинфекция осуществляется не менее 2 раз в сутки во всех помещениях больницы с применением дезинфицирующих средств и физических методов обеззараживания воздуха и поверхностей (бактерицидные лампы и обеззараживали воздуха).,
16,16,18.03.2021 23:17,В,Е,16,ru,Какая сейчас ситуация в мире по заболеваеомсти? Все переболели?,С этой информацией можно ознакомиться перейдя по ссылке: https://www.arcgis.com/apps/opsdashboard/index.html#/85320e2ea5424dfaaa75ae62e5c06e61,
16,16,18.03.2021 23:20,В,Е,16,ru,Сейчас все еще нужно ходить в маске?,"Использование одноразовой медицинской маски снижает риск заболевания вирусными инфекциями, которые передаются воздушно-капельным путем (при кашле, чихании). Для больных ОРВИ ношение маски обязательно, маску несколько раз в день нужно менять.",
16,16,18.03.2021 23:21,В,Е,16,ru,Пандемия придет конец?,Пандемия отличается от эпидемии масштабами бедствия.,
,,,,,,,,,
17,17,21.03.2021 17:24,Е,Б,17,ru,Как чаще всего передается коронавирус?,"Передается главным образом воздушно-капельным путем в результате вдыхания капель, выделяемых из дыхательных путей больного, например при кашле или чихании, а также капель слюны или выделений из носа. Также он может распространяться, когда больной касается любой загрязненной поверхности, например дверной ручки. В этом случае заражение происходит при касании рта, носа или глаз грязными руками.",
17,17,21.03.2021 17:26,Е,Б,17,ru,На чем люди обогащались во время пандемии?,"2020 год начался для российского фармрынка вполне благоприятно. По данным аналитиков компании DSM Group, в марте объем коммерческого рынка лекарственных препаратов составил 127,3 млрд руб. (в розничных ценах). Относительно марта 2019-го прирост реализации вырос на 46,4%.",
17,17,21.03.2021 17:29,Е,Б,17,ru,"Это логично, много было спекуляций с масками?","Использование одноразовой медицинской маски снижает риск заболевания вирусными инфекциями, которые передаются воздушно-капельным путем (при кашле, чихании). Для больных ОРВИ ношение маски обязательно, маску несколько раз в день нужно менять.",
17,17,21.03.2021 17:30,Е,Б,17,ru,Сколько стоит вакцина?,Прививки ставят бесплатно по полису обязательного медстрахования. Вакцину вводят в два этапа с интервалом в три недели. Записаться на вакцинацию можно в вашей поликлинике или на сайте «Госуслуги»,
17,17,21.03.2021 17:33,Е,Б,17,ru,Прививка безопасна?,"В вакцине содержится часть вируса - антиген, он не способен вызвать болезнь, но может активировать иммунитет.",
17,17,21.03.2021 17:34,Е,Б,17,ru,"Население боится ставить вакцину, почему?","Среди противопоказаний для лиц с хроническими заболеваниями — их обострения. Чтобы привиться, нужно пройти терапию и выйти в состояние ремиссии. Также нельзя прививаться при острых состояниях — насморке, температуре и прочем. Если после введения первой дозы были осложнения, то вторую вам никто не сделает.",
17,17,21.03.2021 17:37,Е,Б,17,ru,"Я не планирую ставить привику, меня могут заставить?","Среди противопоказаний для лиц с хроническими заболеваниями — их обострения. Чтобы привиться, нужно пройти терапию и выйти в состояние ремиссии. Также нельзя прививаться при острых состояниях — насморке, температуре и прочем. Если после введения первой дозы были осложнения, то вторую вам никто не сделает.",
17,17,21.03.2021 17:41,Е,Б,17,ru,Иммунитет будет?,"Иммунитет появится через год или два. Речь ведь идёт не только о формировании быстрого иммунного ответа, при котором иммуноглобулины класса М (IgM) появляются уже на четвёртый-пятый день с момента инфицирования и ранние иммуноглобулины класса G (IgG) – якобы на 14-й день. По законам иммунологии, качественные иммуноглобулины класса G формируются не ранее чем через три месяца, а вовсе не через две недели с момента мнимого выздоровления. Но как долго они будут оставаться в организме – год, два, пять лет – пока неизвестно.",
,,,,,,,,,
18,18,21.03.2021 20:13,Е,К,18,ru,Какие симтомы проявляются раньше?,"Симптомы коронавирусной инфекции проявляются в течении инкубационного периода. Инкубационный период COVID-19 составляет от 2 до 14 дней, наиболее часто – 5-7 дней.",
18,18,21.03.2021 20:16,Е,К,18,ru,Почему учены не смогли спрогнозировать пандемию и остановить на ранней стадии?,"Научное сообщество имело представление о пандемическом потенциале высокопереносимого, умеренно вирулентного патогена. Но текущая система регистрации заболеваний зависит от обнаружения всплесков госпитализаций и смертей. Очевидно, что этого было недостаточно, чтобы остановить COVID-19",
18,18,21.03.2021 20:18,Е,К,18,ru,Какие штрафы за нарушение масочного режима?,"За нарушение карантина предусмотрена может полагаться как административная, так и уголовная ответственность. За несоблюдение ограничительных мер гражданам придется заплатить от 15 до 40 тысяч рублей, должностным лицам и ИП — 50-150 тысяч, юрлицам — от 200 до 500 тысяч.",
18,18,21.03.2021 20:18,Е,К,18,ru,Сейчас все еще нужно носить маску?,"Использование одноразовой медицинской маски снижает риск заболевания вирусными инфекциями, которые передаются воздушно-капельным путем (при кашле, чихании). Для больных ОРВИ ношение маски обязательно, маску несколько раз в день нужно менять.",
18,18,21.03.2021 20:29,Е,К,18,ru,При восстановлении после болезни на 100% вовзращается обоняние и вкус или частично с каким то искажениями?,"У некоторых пациентов с перенесенной COVID-19 независимо от того, потребовалась ли им госпитализация или нет, сохраняются различные симптомы болезни, в том числе утомляемость, респираторные и неврологические нарушения",
18,18,21.03.2021 20:32,Е,К,18,ru,Антитела вредны для организма?,"Сдавать тест на антитела рекомендуется через две недели после выздоровления. Антитела после COVID-19 сохраняются в организме не менее трех месяцев, и даже если они не обнаруживаются, в организме переболевших все еще присутствуют иммунные клетки, способные справиться с вирусом",
18,18,21.03.2021 20:33,Е,К,18,ru,Если есть антитела можно ставить прививку и безопасно ли вообще ее ставить?,"В вакцине содержится часть вируса - антиген, он не способен вызвать болезнь, но может активировать иммунитет.",
18,18,21.03.2021 20:35,Е,К,18,ru,Сколько в среднем болеют люди ?,"Основная фаза COVID-19 в легкой форме протекает около семи дней. К концу второй недели пациенты полностью выздоравливают. Болезнь средней тяжести протекает четыре недели. При тяжелой форме заболевание длится от 30 до 40 дней, но иногда выздоровление может затянуться до 2 месяцев.",
,,,,,,,,,
19,19,22.03.2021,М,Ш,19,ru,Откуда пошла вирусная инфекция и связано ли это с летучей мышью?,"COVID-19 — заболевание, вызываемое новым коронавирусом, который называется SARS-CoV-2. ВОЗ впервые узнала об этом новом вирусе ВОЗ 31 декабря 2019 г., получив сообщение о группе случаев заболевания «вирусной пневмонией» в городе Ухане, Китайская Народная Республика.",
19,19,22.03.2021 20:52,М,Ш,19,ru,Какие сферы деятельности больше всего заработали во время пандемии?,"2020 год начался для российского фармрынка вполне благоприятно. По данным аналитиков компании DSM Group, в марте объем коммерческого рынка лекарственных препаратов составил 127,3 млрд руб. (в розничных ценах). Относительно марта 2019-го прирост реализации вырос на 46,4%.",
19,19,22.03.2021 20:54,М,Ш,19,ru,Во время самоизоляции для каких людей были организованы выплаты?,"Самоизоляция — это часть карантинных мер, которые граждане должны придерживаться, чтобы не заразиться коронавирусом самому и не заразить им других.",
19,19,22.03.2021 20:55,М,Ш,19,ru,Сколько государство платило семьям с несовершеннолетними детьми?,Вакцина от коронавируса рассчитана на людей в возрасте от 16 до 60 лет.,
19,19,22.03.2021 21:02,М,Ш,19,ru,Вирус идет на спад или всплески инфекции еще будут?,"COVID-19 — заболевание, вызываемое новым коронавирусом, который называется SARS-CoV-2. ВОЗ впервые узнала об этом новом вирусе ВОЗ 31 декабря 2019 г., получив сообщение о группе случаев заболевания «вирусной пневмонией» в городе Ухане, Китайская Народная Республика.",
19,19,22.03.2021 21:05,М,Ш,19,ru,Как влияет табак на коронавирус?,Употребление алкоголя и сигарет упрощает заражение коронавирусом.,
19,19,22.03.2021 21:06,М,Ш,19,ru,Нужно ли сдавать тест по приезду в россию?,Необходимо сдать тест на коронавирус в течении 3 дней и уйти на самоизоляцию до получения результата.,
19,19,22.03.2021 21:08,М,Ш,19,ru,В какие страны открыто авиосообщение?,Данная информация постоянно обновляется. Можно ознакомиться тут: https://samokatus.ru/karta-otrkytyh-granits/,
19,19,22.03.2021 21:08,М,Ш,19,ru,Пандемия кончилась?,На этот вопрос нет точного ответа. Главное соблюдать меры личной гигиены.,
19,19,22.03.2021 21:10,М,Ш,19,ru,Чем отличается грипп от коронавируса?,Коронавирус — это подмножество ОРВИ.,
,,,,,,,,,
20,20,22.03.2021,А,Ч,20,ru,Государство РФ было обязано обеспечить медикаментами во время болезни?,Точного интервала на доказательной базе не существует. Через полгода вполне можно прививаться.,
